txn_id,accm_txn_complete_time
931,2025-05-02 02:22:00
932,2025-05-01 09:43:00
933,2025-04-30 22:37:00
934,2025-05-01 16:27:00
935,2025-05-01 19:47:00
936,2025-05-02 00:33:00
937,2025-04-30 12:05:00
938,2025-04-30 20:18:00
939,2025-04-30 18:19:00
940,2025-05-01 15:22:00
941,2025-05-02 01:15:00
942,2025-05-01 07:06:00
943,2025-05-01 12:16:00
944,2025-04-30 23:32:00
945,2025-04-30 15:17:00
946,2025-05-01 16:38:00
947,2025-05-01 19:39:00
948,2025-04-30 12:02:00
949,2025-05-01 16:54:00
950,2025-05-01 18:52:00
951,2025-05-01 02:51:00
952,2025-05-01 19:02:00
953,2025-05-01 12:52:00
954,2025-05-01 15:33:00
955,2025-05-01 00:23:00
956,2025-04-30 10:19:00
957,2025-04-30 22:51:00
958,2025-04-30 19:12:00
959,2025-04-30 09:10:00
960,2025-05-01 08:14:00
961,2025-05-01 09:20:00
962,2025-05-01 04:53:00
963,2025-05-01 07:30:00
964,2025-05-01 09:29:00
965,2025-05-02 05:08:00
966,2025-05-02 07:41:00
967,2025-05-01 23:41:00
968,2025-04-30 22:24:00
969,2025-05-01 06:48:00
970,2025-05-01 17:14:00
971,2025-05-01 19:04:00
972,2025-05-01 03:50:00
973,2025-05-01 15:58:00
974,2025-05-02 00:23:00
975,2025-05-02 04:57:00
976,2025-05-01 12:55:00
977,2025-05-01 19:13:00
978,2025-05-01 18:16:00
979,2025-05-01 17:14:00
980,2025-05-02 05:28:00
981,2025-04-30 21:50:00
982,2025-05-02 02:29:00
983,2025-04-30 20:23:00
984,2025-04-30 20:06:00
985,2025-04-30 08:14:00
986,2025-04-30 15:49:00
987,2025-05-01 20:32:00
988,2025-05-01 08:41:00
989,2025-04-30 11:02:00
990,2025-04-30 10:25:00
991,2025-04-30 19:10:00
992,2025-05-01 11:51:00
993,2025-05-02 01:32:00
994,2025-05-01 02:37:00
995,2025-04-30 18:27:00
996,2025-04-30 20:08:00
997,2025-05-01 10:42:00
998,2025-04-30 20:00:00
999,2025-04-30 10:40:00
1000,2025-04-30 23:56:00
1001,2025-05-01 00:31:00
1002,2025-05-01 14:19:00
1003,2025-04-30 17:40:00
1004,2025-04-30 18:07:00
1005,2025-05-01 03:59:00
1006,2025-05-01 00:28:00
1007,2025-05-01 09:09:00
1008,2025-05-02 06:39:00
1009,2025-04-30 11:52:00
1010,2025-05-02 05:32:00
1011,2025-05-01 04:08:00
1012,2025-05-01 08:14:00
1013,2025-05-01 08:05:00
1014,2025-05-02 00:16:00
1015,2025-05-02 06:12:00
1016,2025-05-01 10:22:00
1017,2025-05-02 05:30:00
1018,2025-05-01 09:10:00
1019,2025-05-01 07:39:00
1020,2025-05-01 10:04:00
1021,2025-05-01 07:37:00
1022,2025-04-30 19:21:00
1023,2025-05-01 12:32:00
1024,2025-05-01 16:25:00
1025,2025-05-01 01:34:00
1026,2025-05-01 20:46:00
1027,2025-05-01 13:27:00
1028,2025-04-30 12:04:00
1029,2025-05-01 19:32:00
1030,2025-05-01 02:33:00
1031,2025-05-02 05:33:00
1032,2025-04-30 15:15:00
1033,2025-05-01 19:54:00
1034,2025-04-30 15:48:00
1035,2025-04-30 09:32:00
1036,2025-05-01 09:24:00
1037,2025-04-30 18:21:00
1038,2025-04-30 23:10:00
1039,2025-04-30 13:42:00
1040,2025-05-01 19:19:00
1041,2025-05-01 15:50:00
1042,2025-05-01 03:29:00
1043,2025-04-30 15:30:00
1044,2025-05-01 03:47:00
1045,2025-05-02 04:12:00
1046,2025-05-02 04:11:00
1047,2025-05-01 15:34:00
1048,2025-05-01 14:22:00
1049,2025-05-01 13:02:00
1050,2025-05-02 01:36:00
1051,2025-05-02 03:26:00
1052,2025-05-01 23:08:00
1053,2025-05-01 12:52:00
1054,2025-05-01 23:20:00
1055,2025-04-30 22:47:00
1056,2025-05-02 05:45:00
1057,2025-04-30 22:24:00
1058,2025-05-01 15:26:00
1059,2025-04-30 13:30:00
1060,2025-05-01 16:41:00
1061,2025-05-01 22:44:00
1062,2025-05-01 16:26:00
1063,2025-05-01 17:44:00
1064,2025-05-02 07:57:00
1065,2025-04-30 10:29:00
1066,2025-05-01 20:46:00
1067,2025-05-01 07:12:00
1068,2025-05-01 11:35:00
1069,2025-05-02 01:19:00
1070,2025-05-01 03:43:00
1071,2025-04-30 08:07:00
1072,2025-04-30 11:45:00
1073,2025-05-01 15:20:00
1074,2025-05-01 15:58:00
1075,2025-05-01 00:06:00
1076,2025-04-30 22:46:00
1077,2025-04-30 21:22:00
1078,2025-05-01 14:02:00
1079,2025-04-30 10:06:00
1080,2025-05-01 16:15:00
1081,2025-05-02 01:58:00
1082,2025-05-01 15:20:00
1083,2025-04-30 08:48:00
1084,2025-05-01 06:21:00
1085,2025-05-01 23:08:00
1086,2025-05-01 19:07:00
1087,2025-04-30 18:22:00
1088,2025-04-30 23:51:00
1089,2025-05-02 06:56:00
1090,2025-05-02 00:46:00
1091,2025-05-02 03:29:00
1092,2025-05-01 06:09:00
1093,2025-05-01 16:04:00
1094,2025-05-01 18:36:00
1095,2025-04-30 15:22:00
1096,2025-05-01 00:12:00
1097,2025-05-01 13:32:00
1098,2025-05-02 06:18:00
1099,2025-04-30 19:38:00
1100,2025-04-30 09:52:00
1101,2025-05-01 05:52:00
1102,2025-04-30 12:54:00
1103,2025-05-01 11:15:00
1104,2025-05-01 12:34:00
1105,2025-05-01 14:33:00
1106,2025-05-01 13:41:00
1107,2025-05-01 09:02:00
1108,2025-04-30 19:54:00
1109,2025-05-02 05:11:00
1110,2025-05-01 13:31:00
1111,2025-05-01 12:34:00
1112,2025-05-01 06:10:00
1113,2025-04-30 09:56:00
1114,2025-04-30 22:11:00
1115,2025-04-30 14:03:00
1116,2025-04-30 15:15:00
1117,2025-04-30 08:58:00
1118,2025-04-30 19:38:00
1119,2025-05-02 02:46:00
1120,2025-05-01 02:02:00
1121,2025-05-01 13:44:00
1122,2025-05-01 11:02:00
1123,2025-05-02 04:08:00
1124,2025-05-01 22:30:00
1125,2025-04-30 19:22:00
1126,2025-05-01 02:10:00
1127,2025-04-30 12:32:00
1128,2025-05-01 05:04:00
1129,2025-05-01 03:20:00
1130,2025-05-01 21:01:00
1131,2025-05-01 23:52:00
1132,2025-05-01 10:52:00
1133,2025-04-30 22:55:00
1134,2025-05-01 15:18:00
1135,2025-04-30 18:16:00
1136,2025-05-01 15:09:00
1137,2025-05-01 05:57:00
1138,2025-04-30 13:10:00
1139,2025-05-01 09:48:00
1140,2025-04-30 19:29:00
1141,2025-04-30 18:32:00
1142,2025-04-30 18:52:00
1143,2025-05-01 08:20:00
1144,2025-05-02 07:20:00
1145,2025-05-01 23:31:00
1146,2025-05-01 08:16:00
1147,2025-05-01 06:42:00
1148,2025-04-30 13:08:00
1149,2025-04-30 15:44:00
1150,2025-05-01 07:03:00
1151,2025-05-01 18:28:00
1152,2025-05-01 23:27:00
1153,2025-05-01 09:39:00
1154,2025-05-01 03:48:00
1155,2025-04-30 18:12:00
1156,2025-05-01 06:58:00
1157,2025-05-01 23:45:00
1158,2025-05-02 02:08:00
1159,2025-05-01 20:49:00
1160,2025-04-30 16:56:00
1161,2025-05-01 02:09:00
1162,2025-04-30 16:13:00
1163,2025-05-01 12:43:00
1164,2025-04-30 21:06:00
1165,2025-05-02 07:14:00
1166,2025-05-02 02:05:00
1167,2025-05-01 14:40:00
1168,2025-05-02 07:48:00
1169,2025-05-01 04:53:00
1170,2025-05-01 02:50:00
1171,2025-04-30 10:52:00
1172,2025-04-30 20:58:00
1173,2025-05-02 05:51:00
1174,2025-05-01 22:04:00
1175,2025-04-30 20:48:00
1176,2025-05-02 03:53:00
1177,2025-04-30 08:58:00
1178,2025-05-01 23:49:00
1179,2025-05-01 03:28:00
1180,2025-05-01 21:44:00
1181,2025-04-30 21:05:00
1182,2025-04-30 20:35:00
1183,2025-05-01 18:21:00
1184,2025-04-30 14:46:00
1185,2025-04-30 10:44:00
1186,2025-04-30 23:59:00
1187,2025-05-01 19:35:00
1188,2025-05-01 21:14:00
1189,2025-05-02 01:01:00
1190,2025-05-01 18:11:00
1191,2025-04-30 17:26:00
1192,2025-05-01 06:17:00
1193,2025-05-01 19:13:00
1194,2025-05-01 05:36:00
1195,2025-05-01 02:37:00
1196,2025-04-30 13:49:00
1197,2025-04-30 17:19:00
1198,2025-04-30 22:25:00
1199,2025-05-01 17:55:00
1200,2025-05-01 05:24:00
1201,2025-05-02 06:57:00
1202,2025-05-01 08:32:00
1203,2025-05-01 07:59:00
1204,2025-05-02 00:01:00
1205,2025-05-01 21:55:00
1206,2025-05-02 03:36:00
1207,2025-04-30 22:39:00
1208,2025-05-02 06:57:00
1209,2025-05-02 02:30:00
1210,2025-05-01 12:25:00
1211,2025-05-01 19:39:00
1212,2025-04-30 08:34:00
1213,2025-05-01 01:46:00
1214,2025-05-01 10:56:00
1215,2025-05-02 02:20:00
1216,2025-05-01 19:17:00
1217,2025-05-02 05:33:00
1218,2025-05-02 03:34:00
1219,2025-04-30 14:03:00
1220,2025-05-01 08:09:00
1221,2025-05-01 01:55:00
1222,2025-04-30 12:59:00
1223,2025-05-01 05:38:00
1224,2025-05-01 11:09:00
1225,2025-05-01 00:00:00
1226,2025-05-01 17:29:00
1227,2025-05-02 06:42:00
1228,2025-05-01 07:06:00
1229,2025-05-01 13:28:00
1230,2025-04-30 13:58:00
1231,2025-05-01 14:36:00
1232,2025-05-01 17:28:00
1233,2025-05-01 21:21:00
1234,2025-05-02 04:42:00
1235,2025-05-01 00:58:00
1236,2025-04-30 22:27:00
1237,2025-05-01 18:16:00
1238,2025-04-30 10:35:00
1239,2025-05-01 04:44:00
1240,2025-05-01 13:18:00
1241,2025-05-01 00:08:00
1242,2025-05-01 04:11:00
1243,2025-04-30 22:50:00
1244,2025-05-01 21:19:00
1245,2025-05-02 06:40:00
1246,2025-05-01 02:52:00
1247,2025-05-01 17:41:00
1248,2025-05-02 05:41:00
1249,2025-04-30 22:56:00
1250,2025-05-01 15:02:00
1251,2025-05-01 13:09:00
1252,2025-04-30 10:57:00
1253,2025-05-01 12:41:00
1254,2025-05-01 00:24:00
1255,2025-04-30 16:55:00
1256,2025-04-30 23:47:00
1257,2025-04-30 08:22:00
1258,2025-04-30 20:29:00
1259,2025-05-01 14:30:00
1260,2025-05-01 12:29:00
1261,2025-04-30 11:21:00
1262,2025-04-30 10:38:00
1263,2025-05-01 09:26:00
1264,2025-05-01 10:32:00
1265,2025-05-01 06:35:00
1266,2025-05-01 14:14:00
1267,2025-04-30 17:50:00
1268,2025-04-30 15:02:00
1269,2025-05-02 04:18:00
1270,2025-05-01 05:39:00
1271,2025-04-30 18:53:00
1272,2025-05-01 18:53:00
1273,2025-05-02 06:46:00
1274,2025-05-01 22:42:00
1275,2025-05-01 05:58:00
1276,2025-05-01 21:57:00
1277,2025-05-01 05:55:00
1278,2025-05-01 01:41:00
1279,2025-04-30 08:02:00
1280,2025-05-02 04:54:00
1281,2025-05-02 04:37:00
1282,2025-05-01 19:29:00
1283,2025-05-01 00:45:00
1284,2025-05-01 06:07:00
1285,2025-05-01 03:17:00
1286,2025-05-02 04:54:00
1287,2025-05-01 00:44:00
1288,2025-05-01 10:34:00
1289,2025-04-30 15:49:00
1290,2025-05-01 09:31:00
1291,2025-04-30 13:25:00
1292,2025-04-30 12:01:00
1293,2025-05-01 15:46:00
1294,2025-05-01 10:19:00
1295,2025-05-01 00:06:00
1296,2025-04-30 20:10:00
1297,2025-05-01 16:36:00
1298,2025-05-01 00:39:00
1299,2025-04-30 13:23:00
1300,2025-05-01 22:50:00
1301,2025-05-01 13:40:00
1302,2025-05-02 02:21:00
1303,2025-05-01 10:02:00
1304,2025-04-30 11:29:00
1305,2025-05-01 20:20:00
1306,2025-05-01 07:56:00
1307,2025-04-30 09:38:00
1308,2025-04-30 23:55:00
1309,2025-04-30 16:15:00
1310,2025-04-30 18:54:00
1311,2025-05-01 22:06:00
1312,2025-04-30 11:25:00
1313,2025-04-30 21:03:00
1314,2025-05-01 19:21:00
1315,2025-05-01 04:44:00
1316,2025-05-02 04:56:00
1317,2025-05-01 22:40:00
1318,2025-04-30 11:37:00
1319,2025-04-30 17:37:00
1320,2025-05-01 06:10:00
1321,2025-04-30 22:39:00
1322,2025-04-30 13:03:00
1323,2025-04-30 15:52:00
1324,2025-04-30 23:13:00
1325,2025-05-01 17:48:00
1326,2025-05-02 04:07:00
1327,2025-04-30 14:01:00
1328,2025-05-02 00:04:00
1329,2025-05-01 20:39:00
1330,2025-05-02 07:40:00
1331,2025-04-30 11:44:00
1332,2025-04-30 11:51:00
1333,2025-05-01 04:42:00
1334,2025-05-01 19:57:00
1335,2025-04-30 11:39:00
1336,2025-04-30 22:47:00
1337,2025-05-01 00:15:00
1338,2025-05-01 08:48:00
1339,2025-05-01 02:34:00
1340,2025-05-01 13:53:00
1341,2025-05-01 07:51:00
1342,2025-05-01 15:51:00
1343,2025-05-01 15:24:00
1344,2025-05-01 02:58:00
1345,2025-04-30 10:16:00
1346,2025-05-02 02:10:00
1347,2025-05-01 13:15:00
1348,2025-04-30 18:18:00
1349,2025-04-30 12:02:00
1350,2025-05-01 04:26:00
1351,2025-05-01 23:29:00
1352,2025-05-02 05:50:00
1353,2025-04-30 23:50:00
1354,2025-05-02 07:01:00
1355,2025-04-30 18:35:00
1356,2025-05-01 23:07:00
1357,2025-05-02 01:28:00
1358,2025-04-30 21:19:00
1359,2025-05-01 10:49:00
1360,2025-05-01 00:24:00
1361,2025-05-02 00:19:00
1362,2025-04-30 10:58:00
1363,2025-05-01 06:39:00
1364,2025-05-01 02:57:00
1365,2025-05-02 02:36:00
1366,2025-04-30 19:10:00
1367,2025-05-02 01:23:00
1368,2025-05-01 18:44:00
1369,2025-05-01 04:19:00
